36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
18,19,19,19,19,19,19,19,19,22,36,36,36,36,36,36,03,01,01,01,01,00,01,01,01,01,01,01,04,07,07,36,36,07,07,03,01,01,01,02,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,01,01,01,01,04,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,36,36,36,36,36,36,03,01,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,01,01,01,04,36,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,36,36,36,36,36,03,01,01,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,01,01,04,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,19,19,19,22,36,36,36,36,36,36,36,36,03,01,01,01,11,11,11,11,11,11,11,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,11,11,11,36,36,36,36,03,01,01,01,11,11,11,11,
29,29,29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,11,11,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,11,11,11,11,01,04,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,03,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,03,01,01,01,01,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,
29,29,29,29,29,31,30,19,31,30,19,31,30,19,31,12,01,13,12,01,13,12,01,13,12,01,13,12,01,13,12,01,13,12,01,01,11,11,11,11,
29,29,29,29,29,36,36,29,36,36,29,36,36,29,36,36,11,36,36,11,36,36,11,36,36,11,36,36,11,36,36,11,36,36,11,11,11,11,11,11,
29,29,29,29,29,36,36,29,36,36,29,36,36,29,36,36,11,36,36,11,36,36,11,36,36,11,36,36,11,36,36,11,36,36,11,11,11,11,11,11,
29,29,29,29,29,36,36,29,36,36,29,36,36,29,36,36,11,36,36,11,36,36,11,36,36,11,36,36,11,36,36,11,36,36,11,11,11,11,11,11,
29,29,29,29,29,36,36,29,36,36,29,36,36,29,36,36,11,36,36,11,36,36,11,36,36,11,36,36,11,36,36,11,36,36,11,11,11,11,11,11
